Pais,Inventario Hom,Clave Inv Parcela,Tipo Bosque,Zona de Vida,Suelo IPCC,Area Protegida,Categoría Area Protegida,Suelo FAO,Zona Climática,POSICIÓN Topográfica,División Administrativa,DAP (cm),ALTURA (m),Densidad (arb/ha),Vol (m3/ha),CO2 (ton/ha)
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-37-2,Mangle,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Lixisols,"Tropical, muy húmeda",Plano,Santa Bárbara de Samaná,0.0,0.0,0.0,0.0,0.0
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-38-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de baja actividad,Cabo Samaná,Monumento Natural,Lixisols,"Tropical, húmeda",Baja,Santa Bárbara de Samaná,16.08888888888889,9.61717866974423,360.0,47.75844982998084,72.28897802175668
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-39-2,Mangle,Bosque Húmedo Subtropical,Suelo arcilloso de baja actividad,,,Lixisols,"Tropical, húmeda",Plano,Las Terrenas,0.0,0.0,0.0,0.0,0.0
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-40-2,Mangle,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, húmeda",Plano,Nagua,13.474747474747472,9.875161637667503,990.0,75.64270174446824,170.99867391093306
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-4-1,Latifoliados,Bosque Muy Humedo Suptropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Baja,Monte Plata,16.695,10.558742899543578,400.0,54.179974570125374,88.74287683185727
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-41-2,Mangle,Bosque Húmedo Subtropical,Suelo arcilloso de baja actividad,La Gran Laguna o Perucho,Refugio de Vida Silvestre,Vertisols,"Tropical, húmeda",Plano,Nagua,12.12,9.456580507007216,600.0,34.659849979844104,82.06587540843591
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-42-2,Latifoliados,Bosque Muy Humedo Suptropical,Suelo arcilloso de alta actividad,,,Lixisols,"Tropical, húmeda",Media,Nagua,24.51506849315069,12.685317644215136,730.0,483.5168912035288,587.3183874035235
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-43-2,Latifoliados,Bosque Muy Humedo Suptropical,Suelo arcilloso de alta actividad,Loma Quita Espuela,Reservas Científicas,Lixisols,"Tropical, húmeda",Superior,San Francisco de Macorís,24.3,12.81567180174044,550.0,297.31767913485413,543.9601199205257
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-44-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, húmeda",Media,Moca_x000D_ ,12.304545454545455,7.506298685086336,110.0,5.121701201497864,11.92888832195244
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-45-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, húmeda",Plano,Moca_x000D_ ,14.418181818181818,8.969642162292292,110.0,8.628964974155478,16.091061095843706
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-46-ML-2,Matorrales,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,Los Haitises,Parque Nacional,Leptosols,"Tropical, húmeda",Baja,Villa Rivas,17.42857142857143,8.042857142857143,70.0,6.973352372468767,9.713143525264243
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-47-ML-2,Matorrales,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Leptosols,"Tropical, húmeda",Valle,Sabana Grande de Boyá,18.72857142857143,9.871988798120082,420.0,77.56880437840988,91.71660680579605
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-48-ML-2,Matorrales,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Valle,Piedra Blanca,19.570588235294125,9.865557605554283,510.0,122.4755860653698,162.71846967567777
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-49-ML-2,Matorrales,Bosque Muy Humedo Suptropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Piedra Blanca,0.0,0.0,0.0,0.0,0.0
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-50-ML-2,Matorrales,Bosque Muy Humedo Suptropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Superior,Villa Altagracia,19.255102040816332,9.519836163331867,490.0,95.68836298572003,168.65910358726114
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-5-1,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Maimón,16.018518518518515,11.472938023426433,540.0,81.65056901856855,132.80571110821583
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-51-ML-2,Matorrales,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Concepción de la Vega,24.050000000000008,7.694863565451165,120.0,30.134247314083563,32.198747749916976
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-6-1,Latifoliados,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Valle Nuevo,Parque Nacional,Cambisols,"Tropical, húmeda",Superior,Constanza,20.02857142857143,11.93426661995542,420.0,115.62259599267605,184.08685941833673
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-7-1,Coníferas,Bosque Muy Humedo Suptropical,Suelo arcilloso de alta actividad,Guaigui,Area Nacional de Recreo,Cambisols,"Tropical, húmeda",Baja,Concepción de la Vega,15.292207792207792,11.689015591139741,770.0,105.04439761522113,154.29801601670272
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-8-1,Latifoliados,Bosque Muy Humedo Suptropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Cotuí,20.837500000000002,12.872810692698378,240.0,82.9115614862363,130.72404627194203
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDII-9-1,Latifoliados,Bosque Muy Humedo Suptropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Cotuí,16.67083333333333,11.444861077866655,240.0,35.296550420065934,57.71644445449622
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-10-1,Latifoliados,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Baja,Pedernales,16.633333333333333,8.736506094367055,390.0,89.8096269335373,102.90702124147417
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-1-1,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,Jaragua,Parque Nacional,Luvisols,"Tropical, seca",Baja,Pedernales,15.086567164179105,7.553270498420539,670.0,52.803803208068494,87.86319366308634
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-11-1,Latifoliados,Bosque Muy Humedo Suptropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Pedernales,21.48181818181818,10.846154761963346,110.0,25.27528350274793,40.83304287686286
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-12-1,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, húmeda",Baja,Las Salinas,15.2,6.2,10.0,0.562521014181174,0.9518249293920794
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-13-1,Coníferas,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Media,Pedernales,31.05,17.14470665363807,240.0,215.18767194693805,246.11615923436779
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-14-1,Coníferas,Bosque Muy Húmedo Montano,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Media,Duvergé,15.99753086419753,12.96162290261837,810.0,142.34944500009777,194.54983550267772
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-15-1,Coníferas,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Superior,Duvergé,21.799999999999997,15.39526910383398,220.0,78.51488428161005,96.7610025379015
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-16-1,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Vertisols,"Tropical, húmeda",Media,Duvergé,16.65413793103448,8.42392425481094,290.0,35.7130434443256,58.31098863332446
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-17-1,Latifoliados,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Media,Duvergé,14.090625,7.5715748359957535,320.0,20.09858979942927,33.80480845001722
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-18-1,Seco,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra Martín García,Parque Nacional,Cambisols,"Tropical, húmeda",Media,Vicente Noble,15.36,9.040000000000001,50.0,6.335904373499476,10.310621337789017
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-19-1,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, seca",Media,Vicente Noble,12.833333333333334,4.233333333333333,30.0,0.9369800089331558,1.6027400997296504
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-20-1,Seco,Monte Espinoso Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, seca",Media,Tamayo,15.491666666666667,3.5500000000000003,60.0,2.1990377903180716,3.747983774660865
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-2-1,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,Jaragua,Parque Nacional,Luvisols,"Tropical, húmeda",Baja,Pedernales,20.074509803921572,8.163579283182967,510.0,88.89882920710048,143.78045244043201
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-21-1,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Postrer Rio,11.6,8.666666666666666,30.0,1.3693574058467193,2.330074537264916
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-22-1,Latifoliados,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Neyba,Parque Nacional,Cambisols,"Tropical, húmeda",Superior,La Descubierta,15.494444444444447,8.22583353956542,180.0,21.211820985926273,34.448895021986814
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-24-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,Jaragua,Parque Nacional,Luvisols,"Tropical, seca",Plano,Pedernales,13.87536231884058,7.552191201548484,690.0,43.92734042452848,80.9742928948574
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-25-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, seca",Plano,Pedernales,17.442307692307693,8.151420265256466,520.0,69.95373358562054,108.191773063645
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-26-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, seca",Plano,Pedernales,13.061702127659574,7.313634396302432,470.0,25.37715972083681,48.708694808451845
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-27-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,Humedales de Jaragua,"Ramsar Site, Wetland of International Importance",Luvisols,"Tropical, seca",Plano,Pedernales,15.847959183673469,8.505827466029524,490.0,49.526954169703025,65.8572532097455
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-28-2,Mangle,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,Humedales de Jaragua,"Ramsar Site, Wetland of International Importance",Cambisols,"Tropical, húmeda",Plano,Pedernales,11.0,5.2,10.0,0.24708626220483723,0.6086180503079053
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-29-2,Mangle,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,Humedales de Jaragua,"Ramsar Site, Wetland of International Importance",Cambisols,"Tropical, húmeda",Plano,Pedernales,12.187499999999998,8.6906246517454,560.0,29.2286221432629,70.63170872704033
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-30-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Cresta,Enriquillo,18.535,8.917004325659507,600.0,87.64350373523222,101.89678723838576
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-3-1,Mangle,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,Humedales de Jaragua,"Ramsar Site, Wetland of International Importance",Cambisols,"Tropical, húmeda",Plano,Pedernales,13.564705882352941,6.758056544028762,340.0,20.03203025734089,33.52874977045983
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-31-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Baja,Pedernales,12.497435897435897,7.271498538004393,390.0,19.07520096645831,34.09261763236238
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-32-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Pedernales,14.05,7.831169914087849,200.0,18.897214084761508,24.368763965009318
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-33-2,Seco,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Enriquillo,14.754761904761903,7.324838103185802,420.0,29.86413457593298,56.6130279242994
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-34-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Paraiso,14.805660377358489,8.681806768600413,530.0,44.655538418817905,60.52099569867657
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-35-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Valle,Paraiso,24.6906976744186,11.079519374447589,430.0,183.28263822849962,225.37304776467198
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-40-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,Jaragua,Parque Nacional,Cambisols,"Tropical, seca",Baja,Pedernales,14.542105263157893,7.240801225444296,380.0,29.145986943586603,51.618822181530405
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-4-1,Seco,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Baja,Pedernales,14.601886792452827,7.334280242474924,530.0,37.057602561302595,61.926068693904654
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-41-2,Mangle,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,Cabo Rojo-Bahía de las Aguilas,Area Nacional de Recreo,Cambisols,"Tropical, seca",Plano,Pedernales,11.585714285714285,6.448197825884298,140.0,4.848361032541223,8.002038445042873
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-42-2,Latifoliados,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, seca",Media,Pedernales,16.99736842105263,8.556883903998617,380.0,48.07352561032166,71.59734052021291
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-43-2,Coníferas,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Media,Pedernales,16.795454545454547,12.3368048559634,660.0,104.20167001145902,162.67884433638034
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-44-2,Coníferas,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Media,Pedernales,15.849999999999996,11.702777983947605,920.0,124.03804305374194,200.41088879113477
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-48-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, húmeda",Baja,La Cienaga,18.510714285714283,9.098706452051715,280.0,57.97397343087129,63.92137486760557
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-49-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, húmeda",Media,La Cienaga,13.525581395348835,9.395753926982295,430.0,34.70690969451445,55.948342834191635
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-50-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, húmeda",Plano,Santa Cruz de Barahona,13.4,8.285714285714285,70.0,4.1722787530173475,6.910053604570095
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-5-1,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,Jaragua,Parque Nacional,Cambisols,"Tropical, húmeda",Plano,Pedernales,13.663636363636364,7.505980640287962,440.0,26.97821447819288,45.29121773304449
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-51-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, húmeda",Superior,Santa Cruz de Barahona,15.47021276595745,8.347212332842357,470.0,48.342698429236684,47.320191559010325
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-52-2,Seco,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, húmeda",Superior,Santa Cruz de Barahona,14.289130434782608,7.366084238535128,460.0,31.700880657236283,52.0079347522058
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-54-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, seca",Baja,Las Salinas,11.843902439024388,6.855950636123171,410.0,16.599814786496765,33.677391143636214
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-55-2,Latifoliados,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Vertisols,"Tropical, húmeda",(en blanco),Duvergé,18.53265306122449,8.956154753248414,490.0,77.96736691426564,172.9270023858452
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-56-2,Coníferas,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Vertisols,"Tropical, húmeda",Superior,Duvergé,22.83,13.671959475910759,100.0,41.5645666313191,52.662816504556076
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-57-2,Coníferas,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Superior,Pedernales,13.126470588235293,9.731258642203954,340.0,23.51063280262441,46.89885576544895
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-58-2,Coníferas,Bosque Muy Húmedo Montano,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Superior,Duvergé,23.38888888888889,14.117766958916166,180.0,68.62170284509573,95.62796020260902
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-59-2,Coníferas,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Superior,Duvergé,25.676315789473684,15.432753390567873,380.0,189.4846995683649,240.28659994457362
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-60-2,Coníferas,Bosque Muy Húmedo Montano,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Superior,Pedernales,23.504166666666674,13.309253723772157,240.0,88.46590677214056,129.84578939547646
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-6-1,Seco,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Baja,Enriquillo,13.788235294117648,8.777139030241653,170.0,13.623852389927315,22.58253106719332
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-62-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Vertisols,"Tropical, húmeda",Baja,Duvergé,14.850000000000001,7.423865835588185,360.0,27.511743474534686,45.20454569494595
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-63-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Baja,Duvergé,15.760606060606058,8.206965144190741,330.0,30.930400769848784,58.10822645973747
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-64-2,Seco,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Vertisols,"Tropical, húmeda",Superior,Duvergé,15.383673469387757,7.8533547526518195,490.0,45.35301916554324,47.209333506381334
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-65-2,Seco,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Vertisols,"Tropical, húmeda",Media,Mella,15.203448275862065,7.17551559631308,290.0,21.714863152710763,47.98071075613852
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-66-2,Latifoliados,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Vertisols,"Tropical, húmeda",Media,Mella,13.338095238095239,7.242296271975172,210.0,11.070745845453114,15.773367031188211
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-67-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, seca",Baja,Jaquimeyes,14.478000000000002,7.304279753509088,500.0,36.23484873008609,72.91757609936546
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-70-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, seca",Media,Tamayo,16.049999999999997,7.958383962501478,540.0,52.88241716271551,75.8091871628212
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-7-1,Latifoliados,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Superior,Enriquillo,18.775438596491227,7.72710369098667,570.0,76.83650021138489,125.47849810367109
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-71-2,Latifoliados,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,Neyba,11.249999999999998,7.4300953340996285,200.0,7.408145129236349,13.148246442213205
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-74-2,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Cambisols,"Tropical, húmeda",Media,La Descubierta,17.288333333333338,8.10929401450589,600.0,94.86787946121912,122.06756081289105
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-8-1,Latifoliados,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Monumento Natural Miguel Domingo Fuerte,Refugio de Vida Silvestre,Vertisols,"Tropical, húmeda",Baja,Polo,24.202941176470596,7.6230970328093575,170.0,58.290742113702684,91.29521352896394
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIII-9-1,Latifoliados,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Bahoruco,Parque Nacional,Cambisols,"Tropical, húmeda",Superior,Pedernales,20.55128205128205,11.24536952787893,390.0,123.32287082120382,158.22334904148417
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIV-100-2,Latifoliados,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Nalga de Maco,Parque Nacional,Cambisols,"Tropical, húmeda",Media,Pedro Santana,23.10588235294117,11.329988701682813,680.0,265.5116438843144,381.64710835772746
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIV-10-1,Seco,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, seca",Baja,Padre Las Casas,15.657894736842104,6.917140999660434,190.0,18.69389744843881,30.578362235649827
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIV-101-2,Latifoliados,Bosque Muy Húmedo Montano Bajo,Suelo arcilloso de alta actividad,Sierra de Neyba,Parque Nacional,Cambisols,"Tropical, húmeda",Media,La Descubierta,22.81538461538462,12.241931485896735,650.0,233.08134979469122,415.1417035538177
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIV-102-2,Coníferas,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, húmeda",Superior,San Juan de la Maguana_x000D_ ,30.248148148148147,15.748401090216086,270.0,178.28359505099402,236.59559108922096
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIV-103-2,Latifoliados,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,José del Carmen Ramírez,Parque Nacional,Luvisols,"Tropical, húmeda",Superior,San Juan de la Maguana_x000D_ ,14.707692307692314,9.201207353177173,390.0,34.84620122527222,42.363369083919764
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIV-104-2,Latifoliados,Bosque Húmedo Subtropical,Suelo arcilloso de alta actividad,,,Luvisols,"Tropical, húmeda",Media,San Juan de la Maguana_x000D_ ,18.186567164179095,10.306367953533854,670.0,151.9203663805944,234.3176304991029
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIV-105-ML-2,Matorrales,Bosque Seco Subtropical,Suelo arcilloso de alta actividad,,,Calcisols,"Tropical, húmeda",Media,San Gregorio de Yaguate,0.0,0.0,0.0,0.0,0.0
República Dominicana,Inventario Nacional Forestal Rep. Dominicana - 2018,INMF RDIV-106-2,Coníferas,Bosque Húmedo Montano Bajo,Suelo arcilloso de alta actividad,José del Carmen Ramírez,Parque Nacional,Cambisols,"Tropical, húmeda",Superior,Padre Las Casas,18.062295081967207,12.066776866696852,610.0,126.73714221248203,181.45598516119267
